YEAR,DOY,HOUR,MINUTE,SECOND,SPACECRAFT,PLANET_NUMBER,RESPONSE,L_OR_M_MODE,SAVE_PLOT,FIT,ITERATIONS,CHANNELS_CUPA,CHANNELS_CUPB,CHANNELS_CUPC,CHANNELS_CUPD,VARY_V1,VARY_V2,VARY_V3,VARY_DENSITY,VARY_TEMPERATURE,ANALYTICAL_VPHI,V1,V2,V3,COMMON_TEMPERATURE,DELAMERE_COMPOSITION,SPECIES_1,SPECIES_1_A,SPECIES_1_Z,SPECIES_1_N,SPECIES_1_T,SPECIES_2,SPECIES_2_A,SPECIES_2_Z,SPECIES_2_N,SPECIES_2_T,SPECIES_3,SPECIES_3_A,SPECIES_3_Z,SPECIES_3_N,SPECIES_3_T,SPECIES_4,SPECIES_4_A,SPECIES_4_Z,SPECIES_4_N,SPECIES_4_T,SPECIES_5,SPECIES_5_A,SPECIES_5_Z,SPECIES_5_N,SPECIES_5_T,SPECIES_6,SPECIES_6_A,SPECIES_6_Z,SPECIES_6_N,SPECIES_6_T,SPECIES_7,SPECIES_7_A,SPECIES_7_Z,SPECIES_7_N,SPECIES_7_T,SPECIES_8,SPECIES_8_A,SPECIES_8_Z,SPECIES_8_N,SPECIES_8_T
1979,190,6,54,33,2,5,1,1,0,1,10,0,20090,20090,20100,1,1,1,1,1,0,6.985194837,14.03091224,12.8961622,128.9455052,1,4,16,1,0.126450606,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.699999988,70,4,23,1,0.159999996,0,1,16,1,0.899999976,950
1979,190,7,15,21,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,9.487264827,18.42490224,4.210017745,129.9365895,1,4,16,1,0.083087206,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.75,70,4,23,1,0.159999996,0,1,16,1,0.75,900
1979,190,7,16,58,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,12.12618608,18.52474967,7.257960736,180.1150062,1,4,16,1,0.082667589,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.75,50,4,23,1,0.159999996,0,1,16,1,0.75,900
1979,190,7,18,33,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,9.887205632,25.49209582,9.050162093,156.4362324,1,4,16,1,0.096705808,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,45,4,23,1,0.159999996,0,1,16,1,0.649999976,900
1979,190,7,20,9,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,0,0,0,0,1,4,16,1,0,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,40,4,23,1,0.159999996,0,1,16,1,0.649999976,900
1979,190,7,21,45,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,14.89136592,30.95297589,17.21743011,311.9721403,1,4,16,1,0.141308212,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.699999988,45,4,23,1,0.159999996,0,1,16,1,0.649999976,900
1979,190,8,52,58,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,4.911589163,18.98005523,13.41768239,220.3030589,1,4,16,1,0.226392557,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,50,4,23,1,0.159999996,0,1,16,1,1.600000024,900
1979,190,8,54,33,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,6.063430854,17.75596216,10.09576624,220.3430693,1,4,16,1,0.268669358,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,50,4,23,1,0.159999996,0,1,16,1,1.700000048,900
1979,190,8,56,10,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,2.30212366,11.86858655,3.247816462,122.9743434,1,4,16,1,0.180250902,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,65,4,23,1,0.159999996,0,1,16,1,1.799999952,900
1979,190,8,57,45,2,5,1,1,0,1,10,0,20100,20100,30100,1,1,1,1,1,0,1.191022061,15.78834412,3.993894775,177.0244555,1,4,16,1,0.252646131,0,4,16,2,0.374434114,0,4,32,3,0.369668096,0,4,32,2,0.837135136,0,4,32,1,0.127612054,0,1,1,1,0.800000012,65,4,23,1,0.159999996,0,1,16,1,1.899999976,900
